Symbol,NAME,PERCENT,Cumulative,Perpetual,Convertible,Redeemable,Other,Original Call Date,Actual Date Called
NNC-D*,"Nuveen North Carolina Premium Income Municipal Fund,",2.60%,No,No,No,No,MTP Pfd 1/1/2016,1/01/12,3/03/14
NNC-E*,"Nuveen North Carolina Premium Income Municipal Fund,",2.60%,No,No,No,No,MTP Pfd 4/1/15,4/01/12,3/03/14
NNC-F*,"Nuveen North Carolina Premium Income Municipal Fund,",2.60%,No,No,No,No,MTP Pfd 4/1/2015,4/01/12,3/03/14
NNC-G*,"Nuveen North Carolina Premium Income Municipal Fund,",2.65%,No,No,No,No,MTP Pfd 3/1/2015,3/01/12,3/03/14
SPE-*,"Special Opportunities Fund,",3.00%,No,No,Yes,No,"Convertible Preferred Stock, Series A",N/A,3/03/14
UIS-A*,"Unisys Corp.,",6.25%,No,No,Yes,No,Mandatory Convertible Preferred Stock,3/01/14,3/03/14
MCP-A*,"Molycorp, Inc.,",5.50%,No,No,Yes,No,Series A Mandatory Convertible Preferred Stock,3/01/14,3/01/14
OSHSQ*,OSH,1,No,No,No,No,"Liquidating Corp., Series A Preferred Stock",N/A,2/24/14
PKH*,ML Depositor PreferredPlus,7.75%,No,No,No,No,Qwest Commun Certificates QWS-1,2/15/07,2/24/14
PJA*,ML Depositor PreferredPlus,8.00%,No,No,No,No,Qwest Capital Certificates QWS-2,2/15/07,2/21/14
BRE-D*,"BRE Properties Inc.,",6.75%,Yes,No,No,Yes,Series D Cumul Redeem Preferred Stock,12/09/09,2/20/14
HOVU*,"Hovnanian Enterprises,",7.25%,No,No,No,No,Tangible Equity Units,2/15/14,2/15/14
GKM*,"GMAC LLC,",7.25%,No,No,No,No,Notes due 2/7/2033,2/07/08,1/21/14
WNA-*,"Wachovia Preferred Funding Corp.,",7.25%,No,No,No,No,Non-cumul Exch Preferred Securities A,12/31/22,1/02/14
HPCCP*,"Huntington Preferred Capital,",7.875%,No,Yes,No,No,"Non-cumul Exch Perp Preferred Sec, Class C",12/31/21,12/31/13
NVG-C*,"Nuveen Insured Dividend Advantage Municipal Fund,",2.95%,No,No,No,No,MTP Pfd 11/1/2014,11/01/11,12/23/13
NUM-C*,"Nuveen Michigan Quality Income Municipal Fund,",2.30%,No,No,No,No,MTP Pfd 12/1/2015,12/01/12,12/20/13
NAD-C*,"Nuveen Dividend Advantage Municipal Fund,",2.70%,No,No,No,No,MTP Pfd 4/1/2015,4/01/12,12/20/13
NEA-C*,"Nuveen Insured Tax-Free Advantage Municipal Fund,",2.85%,No,No,No,No,MTP Pfd 2/1/2015,2/01/12,12/20/13
IGK*,"ING Groep N.V.,",8.50%,No,Yes,No,No,ING Perpetual Hybrid Capital Securities,9/15/13,12/15/13
PCPWP*,"PacifiCorp,",5.40%,No,No,No,No,Serial Preferred Stock,N/A,11/08/13
PPWRP*,"PacifiCorp,",5.00%,No,No,No,No,Preferred Stock,N/A,11/08/13
LSE-A*,"CapLease,",8.125%,Yes,No,No,Yes,Series A Cumulative Redeemable Preferred Stock,10/19/10,11/06/13
LSE-B*,"CapLease,",8.375%,Yes,No,No,Yes,Series B Cumulative Redeemable Preferred Stock,4/19/17,11/06/13
LSE-C*,"CapLease,",7.25%,Yes,No,No,Yes,Series C Cumulative Redeemable Preferred Stock,1/25/18,11/06/13
GAT*,"Georgia Power Co.,",8.20%,No,No,No,No,Series 2008C Senior Notes due 11/1/2048,11/01/13,11/01/13
SDO-A*,"San Diego Gas &amp; Electric Co.,",5.00%,No,No,No,No,Series Preferred Stock,N/A,10/15/13
SDO-B*,"San Diego Gas &amp; Electric Co.,",4.50%,No,No,No,No,Series Preferred Stock,N/A,10/15/13
SDO-C*,"San Diego Gas &amp; Electric Co.,",4.40%,No,No,No,No,Series Preferred Stock,N/A,10/15/13
SDOGI*,"San Diego Gas &amp; Electric Co.,",$1.70,No,No,No,No,Series Preferred Stock,N/A,10/15/13
SDOGP*,"San Diego Gas &amp; Electric Co.,",4.60%,No,No,No,No,Series Preferred Stock,N/A,10/15/13
SDO-H*,"San Diego Gas &amp; Electric Co.,",$1.82,No,No,No,No,Series Preferred Stock,N/A,10/15/13
FCY*,"Forest City Enterprises,",7.375%,No,No,No,No,Senior Notes due 2/01/2034,2/10/09,10/14/13
NZH-A*,"Nuveen California Dividend Advantage Municipal Fund 3,",2.35%,No,No,No,No,MTP Pfd 5/1/2014,5/01/13,10/07/13
NZH-B*,"Nuveen California Dividend Advantage Municipal Fund 3,",2.25%,No,No,No,No,MTP Pfd 7/1/2014,6/30/13,10/07/13
NZH-C*,"Nuveen California Dividend Advantage Municipal Fund 3,",2.95%,No,No,No,No,MTP Pfd 1/1/2015,1/01/12,10/07/13
ZB-C*,"Zions Bancorporation,",9.50%,No,Yes,No,No,Dep Shares Series C Non-Cumul Perp Preferred Stock,9/15/13,9/15/13
NXJ-A*,"Nuveen New Jersey Dividend Advantage Municipal Fund,",2.30%,No,No,No,No,MTP Pfd 4/1/2014,4/01/13,9/09/13
NVX-A*,"Nuveen California Dividend Advantage Municipal Fund 2,",2.35%,No,No,No,No,MTP Pfd 4/1/2014,4/01/13,9/09/13
NVX-C*,"Nuveen California Dividend Advantage Municipal Fund 2,",2.05%,No,No,No,No,MTP Pfd 11/1/2015,10/31/12,9/09/13
NPV-A*,"Nuveen Virginia Premium Income Municipal Fund,", 2.25%,No,No,No,No,MTP Pfd 4/1/2014,4/01/13,9/09/13
NPV-C*,"Nuveen Virginia Premium Income Municipal Fund,",2.65%,No,No,No,No,MTP Pfd 2/1/2015,2/01/12,9/09/13
NPV-D*,"Nuveen Virginia Premium Income Municipal Fund,",2.80%,No,No,No,No,MTP Pfd 12/1/2014,12/01/11,9/09/13
NPV-E*,"Nuveen Virginia Premium Income Municipal Fund,",2.80%,No,No,No,No,MTP Pfd 12/1/2014,12/01/11,9/09/13
GJM*,"GMAC LLC,",7.35%,No,No,No,No,Notes due 8/8/2032,8/08/07,9/09/13
NEEEU*,"NextEra Energy, Inc.,",7.00%,No,No,No,No,Equity Units due 9/1/2013,9/01/13,9/03/13
JPM-I*,"JPMorgan Chase &amp; Co.,",8.625%,No,No,No,No,"Dep Shares Non-Cumul Preferred Stock, Series J",9/01/13,9/01/13
GE-A*,"General Electric Capital Corp.,",6.50%,No,No,No,No,GE Capital InterNotes due 8/15/2048,8/15/13,8/22/13
SCL-*,"Stepan Co.,", 5 1/2%,Yes,No,Yes,No,Cumul Voting Convertible Preferred Stock,9/01/02,8/09/13
BZU*,"Beazer Homes USA,",7.25%,No,No,No,No,Tangible Equity Units due 8/1/2013,8/15/13,8/01/13
BAC-J*,"Bank of America,",7.25%,No,No,No,No,"Dep Shares Non-Cumulative Preferred Stock, Series J",11/01/12,8/01/13
GUL*,"Gulf Power Co.,",5.25%,No,No,No,No,Series H Senior Notes due 7/15/2033,7/22/08,7/19/13
LNC-*,"Lincoln National Corp.,",$3,Yes,No,Yes,No,"Cumul Convertible Preferred Shares, Series A",N/A,7/02/13
FITBP*,"Fifth Third Bancorp,",8.50%,No,Yes,Yes,No,"Dep Shares Non-Cumul Perp Conv Pfd Stock, Series G",6/30/13,7/01/13
CMS-A*,"Consumers Energy Co.,",$4.16,Yes,No,No,No,Series Cumul Preferred Stock,N/A,7/01/13
BML-N*,"Bank of America,",6.70%,No,Yes,No,No,"Non-Cumul Perp Preferred Stock, Series 6",2/03/09,6/28/13
BML-O*,"Bank of America,",6.25%,No,Yes,No,No,"Non-Cumul Perp Preferred Stock, Series 7",3/18/10,6/28/13
RNR-C,"RenaissanceRe Holdings Ltd,",6.08%,No,No,No,No,Series C Preference Shares,3/23/09,6/27/13
RNR-D*,"RenaissanceRe Holdings Ltd,",6.60%,No,No,No,No,Series D Preference Shares,12/01/11,6/27/13
SLG-C*,"SL Green Realty Corp.,",7.625%,Yes,No,No,Yes,Series C Cumul Redeem Preferred Stock,12/12/08,6/21/13
AXS-A*,"Axis Capital Holdings Ltd,",7.25%,No,No,No,No,Series A Non-cumulative Preferred Shares,10/15/10,6/19/13
C-I*,"Citigroup, Inc.,",6.50%,No,No,Yes,No,Dep Shares Series T Non-cumul Convertible Preferred Stock,2/15/15,6/17/13
C-M*,"Citigroup, Inc.,",8.50%,No,No,No,No,Dep Shares Series F Non-Cumulative Preferred Stock,6/15/13,6/15/13
PHR*,"Prudential Financial,",9.00%,No,No,No,No,Junior Subordinated Notes due 6/15/2068,6/15/13,6/15/13
CMO-A*,"Capstead Mortgage Corp.,",$1.60,Yes,No,Yes,No,"Cumul Convertible Preferred Stock, Series A",11/07/94,6/13/13
CMO-B*,"Capstead Mortgage Corp.,",$1.26,Yes,No,Yes,No,"Cumul Convertible Preferred Stock, Series B",12/17/97,6/13/13
GMT-*,"GATX Corp.,",$2.50,Yes,No,Yes,No,"Cumulative Convertible Preferred Stock, Series A",N/A,6/10/13
USB-L*,"U.S. Bancorp,",7.875%,No,Yes,No,No,"Dep Shares Non-cumulative Perp Preferred Stock, Series D",4/15/13,6/03/13
XCJ*,"Xcel Energy Inc.,",7.60%,No,No,No,No,"Junior Subordinated Notes, Series due 1/1/2068",1/16/13,5/31/13
UBP-C*,"Urstadt Biddle Properties,",8.50%,Yes,No,No,No,Series C Senior Cumulative Preferred Stock,5/29/13,5/29/13
BML-Q*,"Bank of America,",8.625%,No,No,No,No,Dep Shares Non-cumul Preferred Stock Series 8,5/28/13,5/28/13
NRC*,"National Rural Utilities Coop Finance Corp.,",6.10%,No,No,No,No,Subordinated Notes 2/1/2044,2/01/09,5/24/13
NRU*,"National Rural Utilities Coop Finance Corp.,",5.95%,No,No,No,No,Subordinated Notes 2/15/2045,2/15/10,5/24/13
PPWRL*,"PacifiCorp,",5.00%,No,No,No,No,Serial Preferred Stock,N/A,5/20/13
MFA-A*,"MFA Financial,",8.50%,Yes,No,No,Yes,Series A Cumulative Redeemable Preferred Stock,4/27/09,5/16/13
FTRVF*,"FirstService Corp.,",7.00%,Yes,No,No,No,"Cumulative Preference Shares, Series 1",8/01/11,5/15/13
KYN-D*,"Kayne Anderson MLP Investment Co.,",4.95%,No,No,No,Yes,Series D Mand Redeem Preferred Shares,5/10/12,5/13/13
CUZ-A*,"Cousins Properties Inc.,",7 3/4%,Yes,No,No,Yes,Series A Cumulative Redeemable Preferred Stock,7/24/08,5/13/13
JPM-J*,"JPMorgan Chase Capital X,",7.00%,No,No,No,No,Capital Securities Series J,2/15/07,5/08/13
JPM-K*,"JPMorgan Chase Capital XI,",5.875%,No,No,No,No,"Capital Securities, Series K",6/15/08,5/08/13
JPM-O*,"Bank One Capital VI,",7.20%,No,No,No,No,Preferred Securities,10/15/06,5/08/13
JPM-P*,"JPMorgan Chase Capital XVI,",6.35%,No,No,No,No,"Capital Securities, Series P",6/01/10,5/08/13
JPM-S*,"JPMorgan Chase Capital XIX,",6.625%,No,No,No,No,"Capital Securities, Series S",9/29/11,5/08/13
JPM-W*,"JPMorgan Chase Capital XXIV,",6.875%,No,No,No,No,"Capital Securities, Series X",8/01/12,5/08/13
JPM-X*,"JPMorgan Chase Capital XII,",6.25%,No,No,No,No,Capital Securities Series L,10/15/08,5/08/13
JPM-Y*,"JPMorgan Chase Capital XIV,",6.20%,No,No,No,No,"Capital Securities, Series N",10/15/09,5/08/13
PE-D*,"PECO Energy Co.,",$4.68,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,5/01/13
PE-C*,"PECO Energy Co.,",$4.40,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,5/01/13
PE-A*,"PECO Energy Co.,",$3.80,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,5/01/13
PE-B*,"PECO Energy Co.,",$4.30,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,5/01/13
BAC-H*,"Bank of America,",8.20%,No,No,No,No,"Dep Shares Non-Cumulative Preferred Stock, Series H",5/01/13,5/01/13
HBC-*,"Harris Preferred Capital Corp.,",7 3/8%,No,No,No,No,"Non-cumul Exch Preferred Stock, Series A",3/30/03,4/30/13
PKY-D*,"Parkway Properties Inc.,", 8.00%,Yes,No,No,Yes,Series D Cumulative Redeemable Preferred Stock,6/27/08,4/25/13
PLD-L*,"ProLogis Inc.,",6 1/2%,Yes,No,No,Yes,Series L Cumulative Redeemable Preferred Stock,6/23/08,4/19/13
PLD-M*,"ProLogis Inc.,",6 3/4%,Yes,No,No,Yes,Series M Cumulative Redeemable Preferred Stock,11/25/08,4/19/13
PLD-O*,"ProLogis Inc.,",7.00%,Yes,No,No,Yes,Series O Cumul Redeem Preferred Stock,12/13/10,4/19/13
PLD-P*,"ProLogis Inc.,",6.85%,Yes,No,No,Yes,Series P Cumul Redeem Preferred Stock,8/25/11,4/19/13
PLD-R*,"ProLogis Inc.,",6 3/4%,Yes,No,No,Yes,Series R Cumulative Redeemable Preferred Stock,11/28/08,4/19/13
PLD-S*,"ProLogis Inc.,",6 3/4%,Yes,No,No,Yes,Series S Cumulative Redeemable Preferred Stock,12/30/08,4/19/13
PNC-L*,"PNC Financial Services Group,",9.875%,No,No,No,No,Dep Shares Fixed-Float Non-cum Pfd Stock F,2/01/13,4/19/13
MHO-A,"M/I Homes,", 9.75%,No,No,No,No,Dep Shares Series A Non-cumulative Preferred Shares,3/15/12,4/10/13
HNZPP*,"H.J. Heinz Co.,",$1.70,Yes,No,Yes,No,"First Series, Third Cumulative Convertible Preferred Stock",N/A,4/02/13
CRP*,Credit Suisse,7.90%,No,No,No,No,Tier 1 Capital Notes,3/28/13,3/28/13
NXY-B*,"Nexen Inc.,",7.35%,No,No,No,No,Subordinated Notes due 11/1/2043,11/04/08,3/28/13
IPL-B*,"Interstate Power &amp; Light,",8.375%,Yes,No,No,No,Series B Cumulative Preferred Stock,3/15/13,3/22/13
CHGEM*,"Central Hudson Gas &amp; Electric Corp.,",4.75%,No,No,No,No,Series Preferred Stock,N/A,3/21/13
CHGEN*,"Central Hudson Gas &amp; Electric Corp.,",4 1/2%,No,No,No,No,Series Preferred Stock,N/A,3/21/13
WIS-*,"Wisconsin Power &amp; Light Co.,",4.50%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,3/20/13
WRI-D*,"Weingarten Realty Investors,",6.75%,Yes,No,No,No,Dep Shares Cumul Preferred Shares Series D,4/30/08,3/18/13
PRE-C*,"PartnerRe Ltd,",6.75%,Yes,No,No,Yes,Series C Cumul Redeem Preferred Shares,5/08/08,3/18/13
BFS-B*,"Saul Centers,",9.00%,Yes,No,No,Yes,Dep Shares Series B Cumulative Redeemable Preferred Stock,3/15/13,3/15/13
WISCL*,"Wisconsin Power &amp; Light Co.,",4.80%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,3/15/13
WISCM*,"Wisconsin Power &amp; Light Co.,",4.40%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,3/15/13
WISCN*,"Wisconsin Power &amp; Light Co.,",4.76%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,3/15/13
WISCP*,"Wisconsin Power &amp; Light Co.,",4.96%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,3/15/13
WISLH*,"Wisconsin Power &amp; Light Co.,",6.20%,Yes,No,No,No,Series Cumulative Preferred Stock,N/A,3/15/13
WISLI*,"Wisconsin Power &amp; Light Co.,",6.50%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,3/15/13
PKK*,ML Depositor PreferredPlus,8.50%,No,No,No,No,Liberty Media Certificates LMG-2,1/15/07,3/14/13
PIS*,ML Depositor PreferredPlus,8.75%,No,No,No,No,Liberty Media Certificates LMG-1,2/01/07,3/14/13
MNRKP*,"Monarch Financial Holdings,",7.80%,No,No,Yes,No,Series B Non-cumul Convertible Preferred Stock,12/01/12,3/08/13
SGZ*,"Selective Insurance Group,",7.50%,No,No,No,No,Junior Subordinated Notes due 9/27/2066,9/26/11,3/08/13
CPWPN*,"Progress Energy Carolinas,",$4.20,Yes,No,No,No,Cumulative Serial Preferred Stock,N/A,3/05/13
CPWPO*,"Progress Energy Carolinas,",$5.00,Yes,No,No,No,Cumulative Preferred Stock,N/A,3/05/13
FLPWM*,"Progress Energy Florida,",4.60%,Yes,No,No,No,Cumulative Preferred Stock,N/A,3/05/13
FLPWN*,"Progress Energy Florida,",4.58%,Yes,No,No,No,Cumulative Preferred Stock,N/A,3/05/13
FLPWO*,"Progress Energy Florida,",4.40%,Yes,No,No,No,Cumulative Preferred Stock,N/A,3/05/13
FLPWP*,"Progress Energy Florida,",4.00%,Yes,No,No,No,Cumulative Preferred Stock,N/A,3/05/13
FLPXM*,"Progress Energy Florida,",4.75%,Yes,No,No,No,Cumulative Preferred Stock,N/A,3/05/13
OTTRO*,"Otter Tail Corp.,",$4.40,Yes,No,No,No,Series Cumulative Preferred Shares,N/A,3/01/13
OTTRP*,"Otter Tail Corp.,",$3.60,Yes,No,No,No,Series Cumulative Preferred Shares,N/A,3/01/13
SHO-A*,"Sunstone Hotel Investors,",8.00%,Yes,No,No,Yes,Series A Cumul Redeem Preferred Stock,3/17/10,3/01/13
SCEDO*,"Southern California Edison,",6 1/8%,No,No,No,No,Series B Non-cumulative Preference Stock,9/30/10,2/28/13
SCEDL*,"Southern California Edison,",6.00%,No,No,No,No,Series C Non-cumulative Preference Stock,9/30/10,2/28/13
FIAYY*,"Fiat S.p.A.,",6.20%,No,No,No,No,Preference Shares ADR,N/A,2/25/13
DRE-O*,"Duke Realty Corp.,",8.375%,Yes,No,No,No,Dep Shares Series O Cumul Preferred Shares,2/22/13,2/22/13
F-A*,"Ford Motor Co.,",7.50%,No,No,No,No,Notes due 6/10/2043,6/25/08,2/04/13
GED*,"General Electric Capital Corp.,",5.875%,No,No,No,No,Notes due 2/18/2033,2/20/08,1/18/13
GEG*,"General Electric Capital Corp.,",6.05%,No,No,No,No,Notes due 2/6/2047,2/06/12,1/18/13
TYG-A*,"Tortoise Energy Infrastructure Corp.,",6.25%,No,No,No,Yes,"Mand Redeem Pfd Shares, 12/31/2019",12/31/12,1/07/13
GER**,"General Electric Capital Corp.,",6.45%,No,No,No,No,Notes due 6/15/2046,6/15/11,1/02/13
PSA-Z*,"Public Storage Inc.,",6.25%,Yes,No,No,No,Dep Shares Cumul Preferred Stock Series Z,3/05/09,12/27/12
PSA-A*,"Public Storage Inc.,",6.125%,Yes,No,No,No,"Dep Shares Cumul Preferred Stock, Series A",3/31/09,12/27/12
PSA-D*,"Public Storage Inc.,",6.18%,Yes,No,No,No,Dep Shares Cumul Preferred Stock Series D,2/28/10,12/27/12
C-H**,"Citigroup, Inc.,",7.50%,No,No,No,No,T-DECS Tangible Dividend Enhanced Common Stock,12/15/12,12/18/12
CPP*,ML Depositor PreferredPlus,8.05%,No,No,No,No,Countrywide Cap Certificates CCR-1,6/15/06,12/15/12
PKJ*,ML Depositor PreferredPlus,8.00%,No,No,No,No,Cooper Tire Certificates CTR-1,12/15/06,12/15/12
CTGSO*,"Connecticut Natural Gas Corp.,",6.00%,Yes,No,No,No,"Cumulative Preferred Stock, Series B",N/A,11/29/12
NCLIP*,"North Coast Life Insurance Co.,",10%,No,No,Yes,No,Series A Convertible Preferred Stock,N/A,11/26/12
WRI-E*,"Weingarten Realty Investors,",6.95%,Yes,No,No,No,Dep Shares Cumul Preferred Shares Series E,7/08/09,11/21/12
BEAM-A*,"Beam Inc.,",$2.67,No,No,Yes,No,Convertible Preferred Stock,N/A,11/20/12
CBL-C*,"CBL &amp; Associates Properties,",7.75%,Yes,No,No,Yes,Dep Shares Cumul Redeem Preferred Stock C,8/22/08,11/05/12
WLFCP*,"Willis Lease Finance Corp.,",9.00%,Yes,No,No,Yes,Series A Cumul Redeem Preferred Stock,2/15/11,11/02/12
PIJ*,ML Depositor PreferredPlus,7.40%,No,No,No,No,Ford Motor Co. Certificates FRD-1,11/01/06,11/01/12
ELS-A*,"Equity Lifestyle Properties,",8.034%,Yes,Yes,No,Yes,Series A Cumul Redeem Perp Preferred Stock,N/A,10/18/12
PSA-F*,"Public Storage Inc.,",6.45%,Yes,No,No,No,Dep Shares Cumul Preferred Stock Series F,8/23/10,10/15/12
PSA-X*,"Public Storage Inc.,",6.45%,Yes,No,No,No,Dep Shares Cumul Preferred Stock Series X,11/13/08,10/15/12
KIM-G*,"Kimco Realty Corp.,",7.75%,Yes,No,No,Yes,Class G Dep Shares Cumul Redeem Preferred Stock,10/10/12,10/10/12
PSB-P*,"PS Business Parks,",6.70%,Yes,No,No,No,"Dep Shares Cumulative Preferred Stock, Series P",1/17/12,10/09/12
PRD*,"Primus Guaranty Ltd,",7.00%,No,No,No,No,Senior Notes due 12/27/2036,12/27/11,9/27/12
SUS-A*,"Susquehanna Capital I,",9.375%,No,No,No,No,"Capital Securities, Series I",12/12/12,9/17/12
REG-E*,"Regency Centers Corp.,",6.70%,Yes,No,No,Yes,Dep Shares Series 5 Cumul Redeem Preferred Stock,8/02/10,9/13/12
BOFIP*,"BofI Holding,",6.0%,No,Yes,Yes,No,Series B Non-Cumulative Perpetual Convertible Preferred Stock,9/07/14,9/11/12
PL-D*,"Protective Life Corp.,",7.25%,No,No,No,No,Capital Securities due 6/30/2066,6/30/11,9/04/12
TCO-G*,"Taubman Centers,",8.00%,Yes,No,No,Yes,Series G Cumulative Redeemable Preferred Stock,11/23/09,9/04/12
TCO-H*,"Taubman Centers,",7.625%,Yes,No,No,Yes,Series H Cumulative Redeemable Preferred Stock,7/01/10,9/04/12
CWH-C*,"CommonWealth REIT,",7 1/8%,Yes,No,No,Yes,Series C Cumul Redeem Preferred Shares,2/15/11,8/24/12
DDR-I*,"DDR Corp.,",7.50%,Yes,No,No,Yes,Dep Shares Class I Cumulative Redeemable Preferred Shares,5/07/09,8/20/12
KIM-F*,"Kimco Realty Corp.,",6.65%,Yes,No,No,Yes,Class F Dep Shares Cumul Redeem Preferred Stock,6/05/08,8/15/12
IKR*,"Bank of America,",6.00%,No,No,No,No,Subordinated InterNotes due 8/15/2034,8/15/09,8/15/12
PLV*,"PPL Capital Funding,",6.85%,No,No,No,No,Senior Notes due 7/1/2047,7/01/12,8/14/12
PSA-W*,"Public Storage Inc.,",6.50%,Yes,No,No,No,Dep Shares Cumul Preferred Stock Series W,10/06/08,8/06/12
TCB-A*,"TCF Capital I,",10.75%,No,No,No,No,"Capital Securities, Series I",8/15/13,7/30/12
AIV-U*,"Apartment Investment &amp; Management,",7.75%,Yes,No,No,No,Class U Cumul Preferred Stock,3/24/09,7/26/12
CCS*,"Comcast Corp.,",6.625%,No,No,No,No,Notes due 5/15/2056,5/15/12,7/23/12
GAR*,"Georgia Power Co.,",6.375%,No,No,No,No,Series 2007D Senior Notes due 7/15/2047,7/15/12,7/16/12
IKJ*,"Bank of America,",6.50%,No,No,No,No,Subordinated InterNotes due 10/15/2032,10/15/07,7/15/12
IKL*,"Bank of America,",5.50%,No,No,No,No,Subordinated InterNotes due 7/15/2033,7/15/08,7/15/12
SLG-D*,"SL Green Realty Corp.,",7.875%,Yes,No,No,Yes,Series D Cumul Redeem Preferred Stock,5/27/09,7/13/12
JPM-Z*,"JPMorgan Chase Capital XXVI,",8.00%,No,No,No,No,"Fixed-Float Capital Securities, Series Z",5/15/13,7/12/12
JPM-B*,"JPMorgan Chase Capital XXVIII,",7.20%,No,No,No,No,"Fixed-to-Float Capital Sec., Series BB",12/22/14,7/12/12
PSA-C*,"Public Storage Inc.,",6.60%,Yes,No,No,No,Dep Shares Cumul Preferred Stock Series C,9/13/09,7/12/12
PSA-N*,"Public Storage Inc.,",7.00%,Yes,No,No,No,Dep Shares Cumul Preferred Stock Series N,7/02/12,7/02/12
WREGM*,"Westar Energy,",4.25%,Yes,No,No,No,Cumulative Preferred Stock,N/A,7/01/12
WREGO*,"Westar Energy,",5.00%,Yes,No,No,No,Cumulative Preferred Stock,N/A,7/01/12
WREGP*,"Westar Energy,",4.50%,Yes,No,No,No,Cumulative Preferred Stock,N/A,7/01/12
SOR-*,"Source Capital, Inc.,",$2.40,Yes,No,No,No,Cumulative Preferred Stock,N/A,6/29/12
FRCCO*,"First Republic Preferred Capital,",7.25%,No,No,No,No,Series D Non-cumul Preferred Shares,6/27/08,6/29/12
CPUBL*,"Central Vermont Public Service Corp.,",4.65%,No,No,No,No,Series Preferred Stock,N/A,6/19/12
CPUBN*,"Central Vermont Public Service Corp.,",4.15%,No,No,No,No,Series Preferred Stock,N/A,6/19/12
CPUBO*,"Central Vermont Public Service Corp.,",4.75%,No,No,No,No,Series Preferred Stock,N/A,6/19/12
CTPPL*,"Central Maine Power Co.,",4.75%,No,No,No,No,Series Preferred Stock,N/A,6/19/12
CTPPP*,"Central Maine Power Co.,",4.60%,No,No,No,No,Series Preferred Stock,N/A,6/19/12
NGEGM*,"New York State Electric &amp; Gas,",4.15% 1954,Yes,No,No,No,Series Cumul Preferred Stock,N/A,6/19/12
NGEGN*,"New York State Electric &amp; Gas,",3.75%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,6/19/12
NGEGP*,"New York State Electric &amp; Gas,",4 1/2% 1949,Yes,No,No,No,Series Cumul Preferred Stock,N/A,6/19/12
NGESM*,"New York State Electric &amp; Gas,",4.40%,Yes,No,No,No,Series Cumul Preferred Stock,N/A,6/19/12
PLEUK*,"PPL Electric Utilities Corp.,",6.25%,No,No,No,No,"Dep Shares, Non-Cumulative Preference Stock",4/06/11,6/18/12
CHGEL*,"Central Hudson Gas &amp; Electric Corp.,",4.96%,No,No,No,No,Series Preferred Stock,N/A,6/18/12
CHGEZ*,"Central Hudson Gas &amp; Electric Corp.,",4.35%,No,No,No,No,Series Preferred Stock,N/A,6/18/12
AIV-V*,"Apartment Investment &amp; Management,",8.00%,Yes,No,No,No,Class V Cumul Preferred Stock,9/29/09,6/15/12
AIV-Y*,"Apartment Investment &amp; Management,",7.875%,Yes,No,No,No,Class Y Cumul Preferred Stock,12/21/09,6/15/12
AIV-T*,"Apartment Investment &amp; Management,",8.00%,Yes,No,No,No,Class T Cumul Preferred Stock,7/31/08,6/15/12
IKM*,"Bank of America,",5.875%,No,No,No,No,Subordinated InterNotes due 12/15/2033,12/15/08,6/15/12
PJR*,ML Depositor PreferredPlus,7.40%,No,No,No,No,UnumProvident UPC-1,12/15/07,6/15/12
PSB-H*,"PS Business Parks,",7.00%,Yes,No,No,No,"Dep Shares Cumulative Preferred Stock, Series H",1/30/09,6/15/12
PSB-I*,"PS Business Parks,",6.875%,Yes,No,No,No,"Dep Shares Cumulative Preferred Stock, Series I",4/21/09,6/15/12
UDR-G*,"UDR Inc.,",6.75%,Yes,No,No,Yes,Series G Cumulative Redeemable Preferred Stock,5/31/12,5/31/12
LHO-D*,"LaSalle Hotel Properties,",7.50%,Yes,No,No,Yes,Series D Cumulative Redeemable Preferred Shares,8/24/10,5/21/12
LHO-E*,"LaSalle Hotel Properties,",8.00%,Yes,No,No,Yes,Series E Cumulative Redeemable Preferred Shares,N/A,5/21/12
TYY-B*,"Tortoise Energy Capital Corp.,",5.00%,No,No,No,Yes,Series B Mand Redeem Pfd Shares 3/1/2018,3/01/12,5/17/12
MPJ*,"Mississippi Power Co.,",5 5/8%,No,No,No,No,Series E Senior Notes due 5/1/2033,5/01/08,5/15/12
ARH-A*,"Arch Capital Group Ltd,",8.00%,No,No,No,No,"Non-Cumulative Preferred Shares, Series A",2/01/11,5/02/12
ARH-B*,"Arch Capital Group Ltd,",7.875%,No,No,No,No,"Non-Cumulative Preferred Shares, Series B",5/15/11,5/02/12
CEDNM*,"Consolidated Edison Co. of NY,",4.65%,Yes,No,No,No,Series D Cumul Preferred Stock,N/A,5/01/12
ED-A*,"Consolidated Edison Co. of NY,",$5.00,Yes,No,No,No,Cumul Preferred Stock,N/A,5/01/12
ED-C*,"Consolidated Edison Co. of NY,",4.65%,Yes,No,No,No,Series C Cumul Preferred Stock,N/A,5/01/12
